ARRASTO,LOCAL,ESPECIE,N° DE INDIVIDUOS,CT (cm),PESO (g),PONTO
P1,TERRA,Sph. Bar,5.0,"30,8","171,29",1
P1,TERRA,Sph. Bar,6.0,"35,8","204,18",1
P1,TERRA,Sph. Bar,7.0,"29,5","124,47",1
P1,TERRA,Sph. gre,1.0,"11,5","35,99",1
P1,TERRA,Sph. gre,2.0,"11,5","39,50",1
P1,TERRA,Bagre Mar,1.0,"16,6","40,37",1
P1,TERRA,Bagre Mar,2.0,"17,3","42,58",1
P1,TERRA,Bagre Mar,3.0,"12,0","11,90",1
P1,TERRA,Bagre Mar,4.0,"16,0","30,27",1
P1,TERRA,Bagre Mar,5.0,"17,0","38,99",1
P1,TERRA,Bagre Mar,6.0,"15,0","25,68",1
P1,TERRA,Bagre Mar,7.0,"19,7","54,89",1
P1,TERRA,Bagre Mar,8.0,"17,3","34,2",1
P1,TERRA,Bagre Mar,9.0,"15,5","29,48",1
P1,TERRA,Bagre Mar,10.0,"18,6","30,42",1
P1,TERRA,Bagre Mar,11.0,"14,4","17,50",1
P1,TERRA,Bagre Mar,12.0,"14,0","16,18",1
P1,TERRA,Bagre Mar,13.0,"12,0","13,00",1
P1,TERRA,Bagre Mar,14.0,"10,8","6,43",1
P1,TERRA,Bagre Mar,15.0,"10,0","7,36",1
P1,TERRA,Bagre Mar,16.0,"12,1","11,39",1
P1,TERRA,Bagre Mar,17.0,"15,5","25,90",1
P1,TERRA,Bagre Mar,18.0,"20,4","59,48",1
P1,TERRA,Bagre Mar,19.0,"21,0","65,73",1
P1,TERRA,Bagre Mar,20.0,"17,5","35,25",1
P1,TERRA,Bagre Mar,21.0,"17,1","31,98",1
P1,TERRA,Bagre Mar,22.0,"17,5","41,68",1
P1,TERRA,Ste. Rae,1.0,"5,7","1,63",1
P1,TERRA,Ste. Rae,2.0,"7,0","2,95",1
P1,TERRA,Ste. Rae,3.0,"9,0","7,33",1
P1,TERRA,Ste. Rae,4.0,"7,8","4,80",1
P1,TERRA,Ste. Rae,5.0,"7,5","3,92",1
P1,TERRA,Sco. Bra,1.0,"34,0","215,37",1
P1,TERRA,Sco. Bra,2.0,"24,5","79,29",1
P1,TERRA,Sco. Bra,3.0,"34,8","243,94",1
P1,TERRA,Sco. Bra,4.0,"21,3","60,98",1
P1,TERRA,Sco. Bra,5.0,"25,3","96,79",1
P1,TERRA,Sco. Bra,6.0,"30,8","184,82",1
P1,TERRA,Sco. Bra,7.0,"31,0","122,84",1
P1,TERRA,Sco. Bra,8.0,"34,4","169,96",1
P1,TERRA,Cov. Nen,1.0,"6,9","4,29",1
P1,TERRA,Cov. Nen,2.0,"7,6","5,32",1
P1,TERRA,Cov. Nen,3.0,"7,2","3,46",1
P1,TERRA,Con. nob,1.0,"16,6","55,54",1
P1,TERRA,Con. nob,2.0,"7,4","4,98",1
P1,TERRA,Con. nob,3.0,"12,9","32,92",1
P1,TERRA,Con. nob,4.0,"8,0","6,06",1
P1,TERRA,Cat. spi,1.0,"20,5","88,89",1
P1,TERRA,Cat. spi,2.0,"18,5","70,80",1
P1,TERRA,Cat. spi,3.0,"18,0","55,12",1
P1,TERRA,Cat. spi,4.0,"18,5","57,89",1
P1,TERRA,Cat. spi,5.0,"11,5","14,12",1
P1,TERRA,Cat. spi,6.0,"14,0","25,99",1
P1,TERRA,Cat. spi,7.0,"13,0","15,07",1
P1,TERRA,Cat. spi,8.0,"13,0","21,92",1
P1,TERRA,Cat. spi,9.0,"19,5","4,33",1
P1,TERRA,Cat. spi,10.0,"18,0","39,47",1
P1,TERRA,Ment. amer,1.0,"13,6","22,36",1
P1,TERRA,Ment. amer,2.0,"8,5","4,80",1
P1,TERRA,Ment. amer,3.0,"8,7","4,75",1
P1,TERRA,Ment. amer,4.0,"8,7","4,94",1
P1,TERRA,Ment. amer,5.0,"6,9","4,09",1
P1,TERRA,Ment. amer,6.0,"8,1","2,87",1
P1,TERRA,Ment. amer,7.0,"10,7","9,11",1
P1,TERRA,Ste. bra,1.0,"7,7","4,11",1
P1,TERRA,Ste. bra,2.0,"8,5","3,66",1
P1,TERRA,Hyp. sp,1.0,"13,6","22,36",1
P1,TERRA,Pol. virg,1.0,"11,8","12,00",1
P1,TERRA,Pol. virg,2.0,"16,0","33,49",1
P1,TERRA,Pol. virg,3.0,"12,7","19,02",1
P1,TERRA,Pol. virg,4.0,"12,4","16,36",1
P1,TERRA,Pol. virg,5.0,"13,0","18,99",1
P1,TERRA,Pol. virg,6.0,"13,3","18,55",1
P1,TERRA,Judeu,1.0,"12,5","17,62",1
P1,TERRA,Lin. gro,1.0,"11,6","16,75",1
P1,TERRA,Sym. pla,1.0,"11,5","10,73",1
P1,TERRA,Anc. clu,1.0,"13,2","24,34",1
P1,TERRA,Ort. rub,1.0,"11,3","20,85",1
P1,TERRA,Asp. lun,1.0,"9,0","5,99",1
P1,TERRA,Asp. lun,2.0,"7,5","13,29",1
P1,TERRA,Asp. lun,3.0,"6,6","2,75",1
P1,TERRA,Dentulus,1.0,"13,2","14,52",1
P1,TERRA,Ment. lit,1.0,"7,7","4,91",1
P1,TERRA,sph. gua,1.0,"31,0","127,77",1
P1,TERRA,Bagre bag,1.0,"13,6","15,50",1
P1,TERRA,Bagre bag,2.0,"16,2","29,81",1
P1,TERRA,Bagre bag,3.0,"17,8","37,3",1
P1,TERRA,Diap. rho,1.0,"17,0","60,02",1
P2,TERRA,Pel. hal,1.0,"10,5","12,0",2
P2,TERRA,Pel. hal,2.0,"13,0","20,0",2
P2,TERRA,Pel. hal,3.0,"13,0","23,0",2
P2,TERRA,Pel. hal,4.0,"13,0","20,0",2
P2,TERRA,Pel. hal,5.0,"13,0","20,0",2
P2,TERRA,Pel. hal,6.0,"13,0","22,0",2
P2,TERRA,Pel. hal,7.0,"12,5","18,0",2
P2,TERRA,Pel. hal,8.0,"13,5","24,0",2
P2,TERRA,Pel. hal,9.0,"12,5","22,0",2
P2,TERRA,Pel. hal,10.0,"12,0","12,18",2
P2,TERRA,Pel. hal,11.0,"12,0","18,0",2
P2,TERRA,Pel. hal,12.0,"12,5","18,0",2
P2,TERRA,Pel. hal,13.0,"13,0","20,0",2
P2,TERRA,Pel. hal,14.0,"13,0","18,0",2
P2,TERRA,Pel. hal,15.0,"15,0","28,0",2
P2,TERRA,Pel. hal,16.0,"13,0","20,0",2
P2,TERRA,Pel. hal,17.0,"12,0","18,0",2
P2,TERRA,Pel. hal,18.0,"12,0","20,0",2
P2,TERRA,Pel. hal,19.0,"12,5","16,0",2
P2,TERRA,Pel. hal,20.0,"13,5","22,0",2
P2,TERRA,Pel. hal,21.0,"13,0","22,0",2
P2,TERRA,Pel. hal,22.0,"12,5","18,0",2
P2,TERRA,Pel. hal,23.0,"12,5","18,0",2
P2,TERRA,Pel. hal,24.0,"12,0","18,0",2
P2,TERRA,Pel. hal,25.0,"15,0","32,0",2
P2,TERRA,Pel. hal,26.0,"13,0","22,0",2
P2,TERRA,Pel. hal,27.0,"12,5","20,0",2
P2,TERRA,Pel. hal,28.0,"14,0","20,0",2
P2,TERRA,Pel. hal,29.0,"12,5","20,0",2
P2,TERRA,Pel. hal,30.0,"12,0","16,0",2
P2,TERRA,Pel. hal,31.0,"13,5","24,0",2
P2,TERRA,Pel. hal,32.0,"13,0","20,0",2
P2,TERRA,Pel. hal,33.0,"13,0","20,0",2
P2,TERRA,Pel. hal,34.0,"10,0","22,0",2
P2,TERRA,Pel. hal,35.0,"12,0","20,0",2
P2,TERRA,Pel. hal,36.0,"14,0","23,91",2
P2,TERRA,Pel. hal,37.0,"14,3","23,24",2
P2,TERRA,Pel. hal,38.0,"15,2","27,53",2
P2,TERRA,Pel. hal,39.0,"14,5","22,41",2
P2,TERRA,Pel. hal,40.0,"16,0","30,01",2
P2,TERRA,Pel. hal,41.0,"16,0","32,50",2
P2,TERRA,Pel. hal,42.0,"13,5","20,62",2
P2,TERRA,Pel. hal,43.0,"15,6","30,81",2
P2,TERRA,Pel. hal,44.0,"14,7","24,27",2
P2,TERRA,Pel. hal,45.0,"14,1","23,46",2
P2,TERRA,Pel. hal,46.0,"14,0","22,14",2
P2,TERRA,Pel. hal,47.0,"15,0","26,08",2
P2,TERRA,Pel. hal,48.0,"15,3","25,09",2
P2,TERRA,Pel. hal,49.0,"15,1","24,43",2
P2,TERRA,Pel. hal,50.0,"14,5","24,50",2
P2,TERRA,Pel. hal,51.0,"14,8","24,87",2
P2,TERRA,Pel. hal,52.0,"16,2","38,19",2
P2,TERRA,Pel. hal,53.0,"12,0","20,61",2
P2,TERRA,Pel. hal,54.0,"13,0","20,22",2
P2,TERRA,Pel. hal,55.0,"13,8","25,83",2
P2,TERRA,Pel. hal,56.0,"13,1","21,88",2
P2,TERRA,Pel. hal,57.0,"13,4","24,58",2
P2,TERRA,Pel. hal,58.0,"13,2","23,44",2
P2,TERRA,Pel. hal,59.0,"13,2","23,80",2
P2,TERRA,Pel. hal,60.0,"13,5","25,35",2
P2,TERRA,Pel. hal,61.0,"12,0","17,52",2
P2,TERRA,Pel. hal,62.0,"13,3","24,92",2
P2,TERRA,Pel. hal,63.0,"13,0","22,18",2
P2,TERRA,Pel. hal,64.0,"13,0","23,66",2
P2,TERRA,Pel. hal,65.0,"13,4","24,87",2
P2,TERRA,Pel. hal,66.0,"13,0","26,63",2
P2,TERRA,Pel. hal,67.0,"13,5","21,58",2
P2,TERRA,Pel. hal,68.0,"14,0","26,61",2
P2,TERRA,Pel. hal,69.0,"13,3","25,29",2
P2,TERRA,Pel. hal,70.0,"13,3","24,73",2
P2,TERRA,Pel. hal,71.0,"14,2","26,61",2
P2,TERRA,Pel. hal,72.0,"12,2","18,59",2
P2,TERRA,Pel. hal,73.0,"13,0","23,36",2
P2,TERRA,Pel. hal,74.0,"14,2","29,73",2
P2,TERRA,Pel. hal,75.0,"13,3","20,48",2
P2,TERRA,Pel. hal,76.0,"13,6","26,44",2
P2,TERRA,Pel. hal,77.0,"13,4","23,63",2
P2,TERRA,Pel. hal,78.0,"12,4","18,72",2
P2,TERRA,Pel. hal,79.0,"13,6","25,11",2
P2,TERRA,Pel. hal,80.0,"14,2","27,20",2
P2,TERRA,Pel. hal,81.0,"13,7","23,37",2
P2,TERRA,Pel. hal,82.0,"12,6","20,68",2
P2,TERRA,Pel. hal,83.0,"13,6","24,06",2
P2,TERRA,Pel. hal,84.0,"13,5","25,51",2
P2,TERRA,Pel. hal,85.0,"12,5","17,78",2
P2,TERRA,Pel. hal,86.0,"14,4","26,89",2
P2,TERRA,Pel. hal,87.0,"12,4","17,48",2
P2,TERRA,Pel. hal,88.0,"13,0","18,89",2
P2,TERRA,Pel. hal,89.0,"14,3","26,74",2
P2,TERRA,Pel. hal,90.0,"13,7","22,60",2
P2,TERRA,Pel. hal,91.0,"12,8","20,62",2
P2,TERRA,Pel. hal,92.0,"13,0","20,69",2
P2,TERRA,Pel. hal,93.0,"12,7","17,74",2
P2,TERRA,Pel. hal,94.0,"13,6","21,35",2
P2,TERRA,Pel. hal,95.0,"12,9","22,85",2
P2,TERRA,Pel. hal,96.0,"13,5","20,58",2
P2,TERRA,Pel. hal,97.0,"13,0","19,33",2
P2,TERRA,Pel. hal,98.0,"13,9","21,64",2
P2,TERRA,Pel. hal,99.0,"13,7","17,90",2
P2,TERRA,Pte. ath,1.0,"10,0","5,02",2
P2,TERRA,Pte. ath,2.0,"10,3","5,46",2
P2,TERRA,Pte. ath,3.0,"9,5","4,25",2
P2,TERRA,Pte. ath,4.0,"7,8","2,57",2
P2,TERRA,Pte. ath,5.0,"9,5","4,43",2
P2,TERRA,Pte. ath,6.0,"8,9","3,12",2
P2,TERRA,Pte. ath,7.0,"9,0","3,35",2
P2,TERRA,Pte. ath,8.0,"9,9","4,80",2
P2,TERRA,Pte. ath,9.0,"9,6","4,15",2
P2,TERRA,Pte. ath,10.0,"8,7","3,11",2
P2,TERRA,Pte. ath,11.0,"10,5","5,43",2
P2,TERRA,Pte. ath,12.0,"11,5","8,35",2
P2,TERRA,Pte. ath,13.0,"9,5","4,63",2
P2,TERRA,Pte. ath,14.0,"9,2","4,81",2
P2,TERRA,Pte. ath,15.0,"9,5","4,28",2
P2,TERRA,Pte. ath,16.0,"9,5","3,35",2
P2,TERRA,Pte. ath,17.0,"8,7","2,58",2
P2,TERRA,Pte. ath,18.0,"9,5","3,00",2
P2,TERRA,Pte. ath,19.0,"8,9","2,52",2
P2,TERRA,Pte. ath,20.0,"9,0","3,28",2
P2,TERRA,Pte. ath,21.0,"9,2","2,96",2
P2,TERRA,Pte. ath,22.0,"9,5","3,20",2
P2,TERRA,Pte. ath,23.0,"7,5","1,33",2
P2,TERRA,Pte. ath,24.0,"9,2","3,21",2
P2,TERRA,Pte. ath,25.0,"8,5","3,39",2
P2,TERRA,Pte. ath,26.0,"9,5","1,89",2
P2,TERRA,Pte. ath,27.0,"8,0","4,26",2
P2,TERRA,Pte. ath,28.0,"10,4","4,14",2
P2,TERRA,Pte. ath,29.0,"10,0","2,78",2
P2,TERRA,Pte. ath,30.0,"9,0","2,80",2
P2,TERRA,Pte. ath,31.0,"9,2","3,93",2
P2,TERRA,Pte. ath,32.0,"10,0","2,10",2
P2,TERRA,Pte. ath,33.0,"8,5","3,39",2
P2,TERRA,Pte. ath,34.0,"9,5","1,34",2
P2,TERRA,Pte. ath,35.0,"7,8","3,33",2
P2,TERRA,Pte. ath,36.0,"9,4","2,62",2
P2,TERRA,Pte. ath,37.0,"9,0","2,77",2
P2,TERRA,Pte. ath,38.0,"9,3","2,85",2
P2,TERRA,Pte. ath,39.0,"9,1","3,02",2
P2,TERRA,Pte. ath,40.0,"9,1","3,62",2
P2,TERRA,Pte. ath,41.0,"9,8","2,67",2
P2,TERRA,Pte. ath,42.0,"9,0","3,64",2
P2,TERRA,Pte. ath,43.0,"9,0","2,61",2
P2,TERRA,Pte. ath,44.0,"9,9","2,83",2
P2,TERRA,Pte. ath,45.0,"9,0","3,81",2
P2,TERRA,Pte. ath,46.0,"9,2","2,69",2
P2,TERRA,Pte. ath,47.0,"9,7","4,12",2
P2,TERRA,Pte. ath,48.0,"10,2","2,56",2
P2,TERRA,Pte. ath,49.0,"8,5","2,08",2
P2,TERRA,Pte. ath,50.0,"8,4","4,38",2
P2,TERRA,Pte. ath,51.0,"10,5","2,62",2
P2,TERRA,Pte. ath,52.0,"9,3","2,32",2
P2,TERRA,Pte. ath,53.0,"9,0","4,52",2
P2,TERRA,Pte. ath,54.0,"10,4","2,92",2
P2,TERRA,Pte. ath,55.0,"9,3","4,28",2
P2,TERRA,Pte. ath,56.0,"9,8","3,36",2
P2,TERRA,Pte. ath,57.0,"9,5","2,53",2
P2,TERRA,Pte. ath,58.0,"9,2","3,10",2
P2,TERRA,Pte. ath,59.0,"9,6","2,51",2
P2,TERRA,Pte. ath,60.0,"9,0","2,62",2
P2,TERRA,Pte. ath,61.0,"8,7","2,60",2
P2,TERRA,Pte. ath,62.0,"8,0","3,04",2
P2,TERRA,Pte. ath,63.0,"7,6","2,70",2
P2,TERRA,Pte. ath,64.0,"7,5","2,14",2
P2,TERRA,Pte. ath,65.0,"8,0","2,90",2
P2,TERRA,Pte. ath,66.0,"8,0","2,90",2
P2,TERRA,Pte. ath,67.0,"8,0","3,45",2
P2,TERRA,Pte. ath,68.0,"8,0","3,03",2
P2,TERRA,Pte. ath,69.0,"7,0","2,03",2
P2,TERRA,Pte. ath,70.0,"7,5","2,36",2
P2,TERRA,Pte. ath,71.0,"8,3","3,99",2
P2,TERRA,Pte. ath,72.0,"7,9","3,11",2
P2,TERRA,Pte. ath,73.0,"7,5","2,41",2
P2,TERRA,Pte. ath,74.0,"8,0","2,40",2
P2,TERRA,Pte. ath,75.0,"7,5","2,40",2
P2,TERRA,Pte. ath,76.0,"8,0","2,80",2
P2,TERRA,Pte. ath,77.0,"7,5","2,27",2
P2,TERRA,Pte. ath,78.0,"9,0","4,0",2
P2,TERRA,Pte. ath,79.0,"7,5","2,73",2
P2,TERRA,Pte. ath,80.0,"9,0","1,71",2
P2,TERRA,Pte. ath,81.0,"7,5","3,85",2
P2,TERRA,Pte. ath,82.0,"6,5","1,90",2
P2,TERRA,Pte. ath,83.0,"8,5","2,76",2
P2,TERRA,Pte. ath,84.0,"7,8","1,89",2
P2,TERRA,Pte. ath,85.0,"7,7","2,89",2
P2,TERRA,Pte. ath,86.0,"7,0","2,44",2
P2,TERRA,Pte. ath,87.0,"8,0","2,81",2
P2,TERRA,Pte. ath,88.0,"7,5","2,44",2
P2,TERRA,Pte. ath,89.0,"8,0","2,81",2
P2,TERRA,Pte. ath,90.0,"7,0","1,89",2
P2,TERRA,Pte. ath,91.0,"7,5","1,8",2
P2,TERRA,Pte. ath,92.0,"6,5","1,75",2
P2,TERRA,Pte. ath,93.0,"8,0","3,0",2
P2,TERRA,Pte. ath,94.0,"7,9","2,96",2
P2,TERRA,Pte. ath,95.0,"8,0","2,92",2
P2,TERRA,Pte. ath,96.0,"8,0","2,90",2
P2,TERRA,Pte. ath,97.0,"8,0","2,95",2
P2,TERRA,Pte. ath,98.0,"8,4","3,98",2
P2,TERRA,Pte. ath,99.0,"7,5","2,98",2
P2,TERRA,Pte. ath,100.0,"8,0","2,94",2
P2,TERRA,Pte. ath,101.0,"8,0","2,85",2
P2,TERRA,Pte. ath,102.0,"7,5","2,63",2
P2,TERRA,Pte. ath,103.0,"7,5","2,58",2
P2,TERRA,Pte. ath,104.0,"8,5","3,74",2
P2,TERRA,Pte. ath,105.0,"8,0","4,0",2
P2,TERRA,Pte. ath,106.0,"8,3","4,0",2
P2,TERRA,Pte. ath,107.0,"9,4","4,0",2
P2,TERRA,Pte. ath,108.0,"7,7","8,0",2
P2,TERRA,Pte. ath,109.0,"7,5","2,0",2
P2,TERRA,Pte. ath,110.0,"7,0","1,45",2
P2,TERRA,Pte. ath,111.0,"6,0","12,0",2
P2,TERRA,Pte. ath,112.0,"9,0","3,04",2
P2,TERRA,Pte. ath,113.0,"8,0","2,14",2
P2,TERRA,Pte. ath,114.0,"9,5","3,57",2
P2,TERRA,Pte. ath,115.0,"7,3","1,51",2
P2,TERRA,Pte. ath,116.0,"7,7","2,42",2
P2,TERRA,Pte. ath,117.0,"8,7","2,24",2
P2,TERRA,Pte. ath,118.0,"7,8","3,68",2
P2,TERRA,Pte. ath,119.0,"10,0","2,03",2
P2,TERRA,Pte. ath,120.0,"8,6","2,98",2
P2,TERRA,Pte. ath,121.0,"7,2","2,15",2
P2,TERRA,Pte. ath,122.0,"9,3","5,50",2
P2,TERRA,Pte. ath,123.0,"7,7","2,94",2
P2,TERRA,Pte. ath,124.0,"15,2","1,42",2
P2,TERRA,Pte. ath,125.0,"15,3","3,87",2
P2,TERRA,Pte. ath,126.0,"17,3","1,99",2
P2,TERRA,Pte. ath,127.0,"14,3","24,93",2
P2,TERRA,Pte. ath,128.0,"7,0","24,99",2
P2,TERRA,Pte. ath,129.0,"6,0","37,74",2
P2,TERRA,Pte. ath,130.0,"14,3","17,90",2
P2,TERRA,Pte. ath,131.0,"7,0","1,45",2
P2,TERRA,Pte. ath,132.0,"6,0","12,0",2
P2,TERRA,Pte. ath,133.0,"19,0","48,21",2
P2,TERRA,Cat. spi,1.0,"13,0","21,73",2
P2,TERRA,Cat. spi,2.0,"13,0","22,09",2
P2,TERRA,Cat. spi,3.0,"14,0","22,59",2
P2,TERRA,Cat. spi,4.0,"10,0","2,25",2
P2,TERRA,Cat. spi,5.0,"10,5","10,83",2
P2,TERRA,Cat. spi,6.0,"15,0","27,53",2
P2,TERRA,Cat. spi,7.0,"14,5","30,81",2
P2,TERRA,Cat. spi,8.0,"14,9","31,29",2
P2,TERRA,Cat. spi,9.0,"12,0","18,67",2
P2,TERRA,Cat. spi,10.0,"12,0","14,47",2
P2,TERRA,Cat. spi,11.0,"14,0","25,24",2
P2,TERRA,Cat. spi,12.0,"15,3","35,32",2
P2,TERRA,Cat. spi,13.0,"12,6","5,77",2
P2,TERRA,Cat. spi,14.0,"16,7","37,54",2
P2,TERRA,Cat. spi,15.0,"13,0","21,05",2
P2,TERRA,Cat. spi,16.0,"12,0","18,43",2
P2,TERRA,Cat. spi,17.0,"15,5","45,47",2
P2,TERRA,Cat. spi,18.0,"13,5","26,03",2
P2,TERRA,Cat. spi,19.0,"16,5","49,57",2
P2,TERRA,Cat. spi,20.0,"13,0","20,42",2
P2,TERRA,Cat. spi,21.0,"13,1","19,63",2
P2,TERRA,Cat. spi,22.0,"16,0","53,58",2
P2,TERRA,Cat. spi,23.0,"18,0","61,62",2
P2,TERRA,Cat. spi,24.0,"16,7","44,60",2
P2,TERRA,Cat. spi,25.0,"16,6","45,02",2
P2,TERRA,Cat. spi,26.0,"18,9","69,51",2
P2,TERRA,Cat. spi,27.0,"13,5","24,26",2
P2,TERRA,Cat. spi,28.0,"10,0","10,51",2
P2,TERRA,Cat. spi,29.0,"11,0","12,08",2
P2,TERRA,Cat. spi,30.0,"11,0","13,32",2
P2,TERRA,Cat. spi,31.0,"11,0","10,92",2
P2,TERRA,Cat. spi,32.0,"11,3","13,08",2
P2,TERRA,Cat. spi,33.0,"15,0","31,53",2
P2,TERRA,Cat. spi,34.0,"10,5","9,26",2
P2,TERRA,Cat. spi,35.0,"14,0","28,21",2
P2,TERRA,Cat. spi,36.0,"10,6","11,17",2
P2,TERRA,Cat. spi,37.0,"16,5","48,88",2
P2,TERRA,Cat. spi,38.0,"12,5","17,56",2
P2,TERRA,Cat. spi,39.0,"16,0","41,39",2
P2,TERRA,Cat. spi,40.0,"13,5","28,34",2
P2,TERRA,Cat. spi,41.0,"13,5","23,03",2
P2,TERRA,Cat. spi,42.0,"22,0","104,88",2
P2,TERRA,Cat. spi,43.0,"11,2","14,02",2
P2,TERRA,Cat. spi,44.0,"12,0","18,09",2
P2,TERRA,Cat. spi,45.0,"17,5","62,73",2
P2,TERRA,Cat. spi,46.0,"14,6","30,60",2
P2,TERRA,Cat. spi,47.0,"13,0","19,65",2
P2,TERRA,Cat. spi,48.0,"13,0","21,91",2
P2,TERRA,Cat. spi,49.0,"13,7","30,37",2
P2,TERRA,Cat. spi,50.0,"12,1","16,44",2
P2,TERRA,Cat. spi,51.0,"17,0","52,36",2
P2,TERRA,Cat. spi,52.0,"12,0","14,36",2
P2,TERRA,Cat. spi,53.0,"14,6","39,97",2
P2,TERRA,Cat. spi,54.0,"13,0","22,51",2
P2,TERRA,Cat. spi,55.0,"11,5","15,32",2
P2,TERRA,Cat. spi,56.0,"12,1","15,62",2
P2,TERRA,Cat. spi,57.0,"14,8","32,86",2
P2,TERRA,Cat. spi,58.0,"14,0","25,09",2
P2,TERRA,Cat. spi,59.0,"10,6","13,97",2
P2,TERRA,Cat. spi,60.0,"12,5","16,33",2
P2,TERRA,Cat. spi,61.0,"10,5","10,61",2
P2,TERRA,Cat. spi,62.0,"10,1","13,58",2
P2,TERRA,Cat. spi,63.0,"16,2","45,38",2
P2,TERRA,Cat. spi,64.0,"11,3","14,15",2
P2,TERRA,Cat. spi,65.0,"11,0","13,66",2
P2,TERRA,Cat. spi,66.0,"12,5","20,81",2
P2,TERRA,Cat. spi,67.0,"12,8","19,78",2
P2,TERRA,Cat. spi,68.0,"16,8","55,45",2
P2,TERRA,Cat. spi,69.0,"13,0","21,54",2
P2,TERRA,Cat. spi,70.0,"12,6","20,13",2
P2,TERRA,Cat. spi,71.0,"16,5","40,26",2
P2,TERRA,Cat. spi,72.0,"17,0","36,84",2
P2,TERRA,Cat. spi,73.0,"11,5","9,03",2
P2,TERRA,Cat. spi,74.0,"9,2","4,17",2
P2,TERRA,Cat. spi,75.0,"9,5","13,78",2
P2,TERRA,Cat. spi,76.0,"13,3","23,07",2
P2,TERRA,Cat. spi,77.0,"14,2","26,14",2
P2,TERRA,Cat. spi,78.0,"11,2","15,66",2
P2,TERRA,Cat. spi,79.0,"14,5","33,49",2
P2,TERRA,Cat. spi,80.0,"12,6","22,28",2
P2,TERRA,Cat. spi,81.0,"15,0","31,06",2
P2,TERRA,Cat. spi,82.0,"14,0","27,33",2
P2,TERRA,Cat. spi,83.0,"20,1","75,28",2
P2,TERRA,Cat. spi,84.0,"14,3","29,34",2
P2,TERRA,Cat. spi,85.0,"10,4","11,51",2
P2,TERRA,Cat. spi,86.0,"12,8","22,11",2
P2,TERRA,Cat. spi,87.0,"17,5","60,16",2
P2,TERRA,Cat. spi,88.0,"12,5","19,71",2
P2,TERRA,Cat. spi,89.0,"11,0","13,18",2
P2,TERRA,Cat. spi,90.0,"11,0","12,05",2
P2,TERRA,Cat. spi,91.0,"12,4","18,57",2
P2,TERRA,Cat. spi,92.0,"15,5","41,94",2
P2,TERRA,Cat. spi,93.0,"11,0","15,27",2
P2,TERRA,Cat. spi,94.0,"10,3","12,05",2
P2,TERRA,Cat. spi,95.0,"10,1","12,48",2
P2,TERRA,Cat. spi,96.0,"10,6","10,76",2
P2,TERRA,Cat. spi,97.0,"9,0","6,05",2
P2,TERRA,Cat. spi,98.0,"10,5","10,28",2
P2,TERRA,Cat. spi,99.0,"10,6","12,4",2
P2,TERRA,Cat. spi,100.0,"11,0","13,06",2
P2,TERRA,Cat. spi,101.0,"10,6","11,14",2
P2,TERRA,Cat. spi,102.0,"13,0","18,84",2
P2,TERRA,Cat. spi,103.0,"18,5","58,39",2
P2,TERRA,Cat. spi,104.0,"15,0","34,89",2
P2,TERRA,Cat. spi,105.0,"18,0","59,16",2
P2,TERRA,Cat. spi,106.0,"12,5","17,24",2
P2,TERRA,Cat. spi,107.0,"16,5","45,09",2
P2,TERRA,Cat. spi,108.0,"13,5","21,87",2
P2,TERRA,Opis. ogli,1.0,"8,5","4,44",2
P2,TERRA,Opis. ogli,2.0,"8,4","5,20",2
P2,TERRA,Opis. ogli,3.0,"8,6","4,72",2
P2,TERRA,Opis. ogli,4.0,"8,5","5,58",2
P2,TERRA,Opis. ogli,5.0,"7,9","4,42",2
P2,TERRA,Opis. ogli,6.0,"8,8","5,96",2
P2,TERRA,Opis. ogli,7.0,"7,7","3,72",2
P2,TERRA,Opis. ogli,8.0,"8,0","4,06",2
P2,TERRA,Opis. ogli,9.0,"9,0","6,96",2
P2,TERRA,Opis. ogli,10.0,"7,7","4,10",2
P2,TERRA,Opis. ogli,11.0,"8,6","5,33",2
P2,TERRA,Opis. ogli,12.0,"8,4","4,75",2
P2,TERRA,Opis. ogli,13.0,"8,6","5,82",2
P2,TERRA,Opis. ogli,14.0,"8,0","4,10",2
P2,TERRA,Opis. ogli,15.0,"8,3","4,75",2
P2,TERRA,Opis. ogli,16.0,"8,0","4,0",2
P2,TERRA,Opis. ogli,17.0,"8,5","4,88",2
P2,TERRA,Opis. ogli,18.0,"8,5","5,65",2
P2,TERRA,Opis. ogli,19.0,"7,9","4,27",2
P2,TERRA,Opis. ogli,20.0,"8,4","4,74",2
P2,TERRA,Opis. ogli,21.0,"8,4","4,66",2
P2,TERRA,Opis. ogli,22.0,"8,7","5,67",2
P2,TERRA,Opis. ogli,23.0,"7,9","3,54",2
P2,TERRA,Opis. ogli,24.0,"7,7","3,45",2
P2,TERRA,Opis. ogli,25.0,"8,1","4,46",2
P2,TERRA,Opis. ogli,26.0,"8,3","4,51",2
P2,TERRA,Opis. ogli,27.0,"9,0","5,77",2
P2,TERRA,Opis. ogli,28.0,"8,9","5,76",2
P2,TERRA,Opis. ogli,29.0,"7,5","3,63",2
P2,TERRA,Opis. ogli,30.0,"10,5","9,46",2
P2,TERRA,Opis. ogli,31.0,"7,7","3,98",2
P2,TERRA,Opis. ogli,32.0,"8,6","5,40",2
P2,TERRA,Opis. ogli,33.0,"9,0","5,92",2
P2,TERRA,Opis. ogli,34.0,"10,3","10,82",2
